sk_cliente;id_cliente;nome_cliente;data_nascimento;perfil_risco;segmento;uf;cidade;renda_estimada;patrimonio_estimado;data_inicio_relacionamento;canal_origem;status_cliente;faixa_etaria
182;CLI_0000182;Cliente_182;2020-07-26;arrojado;varejo;MG;Cidade_81;288409.64980778674;126506.16948230866;2023-02-08;telefone;ativo;18-25
183;CLI_0000183;Cliente_183;2024-08-15;agressivo;private;RS;Cidade_82;55550.26690093672;50084.62273218754;2021-09-01;web;ativo;18-25
184;CLI_0000184;Cliente_184;2024-05-21;agressivo;private;SC;Cidade_83;151628.40900399757;145106.66755506533;2022-06-17;web;ativo;18-25
185;CLI_0000185;Cliente_185;2021-04-16;agressivo;institucional;RS;Cidade_84;26789.810874300372;206158.51513429912;2022-03-21;web;ativo;18-25
186;CLI_0000186;Cliente_186;2023-04-20;agressivo;private;BA;Cidade_85;107286.15293895744;415725.709022701;2022-04-03;web;ativo;18-25
187;CLI_0000187;Cliente_187;2024-02-01;conservador;private;BA;Cidade_86;29731.619162228595;47514.58563455338;2021-07-22;presencial;ativo;18-25
188;CLI_0000188;Cliente_188;2022-10-10;arrojado;private;RJ;Cidade_87;100806.01509442578;74376.58031905639;2023-03-01;presencial;ativo;18-25
189;CLI_0000189;Cliente_189;2022-08-25;moderado;institucional;SP;Cidade_88;7016.382288712333;104108.02511973836;2020-04-05;app;ativo;18-25
190;CLI_0000190;Cliente_190;2021-03-17;agressivo;varejo;DF;Cidade_89;50647.57484608361;50861.521440508186;2024-06-06;app;inativo;18-25
191;CLI_0000191;Cliente_191;2020-06-19;conservador;private;SP;Cidade_90;56769.54761755279;80705.41865322606;2022-01-28;web;ativo;18-25
192;CLI_0000192;Cliente_192;2024-06-26;arrojado;private;SC;Cidade_91;53380.49789025563;429716.347521481;2024-01-02;telefone;ativo;18-25
193;CLI_0000193;Cliente_193;2024-07-02;moderado;institucional;RS;Cidade_92;29622.36104559586;29851.983295609836;2023-08-25;presencial;ativo;18-25
194;CLI_0000194;Cliente_194;2023-03-02;arrojado;institucional;RJ;Cidade_93;57587.38130206392;117306.62390130667;2022-05-11;web;ativo;18-25
195;CLI_0000195;Cliente_195;2021-09-11;conservador;institucional;RJ;Cidade_94;13686.532441176396;74493.21569371138;2020-12-28;presencial;ativo;18-25
196;CLI_0000196;Cliente_196;2021-09-29;conservador;varejo;BA;Cidade_95;45298.28525659694;16060.904771569472;2022-10-23;web;ativo;18-25
197;CLI_0000197;Cliente_197;2023-08-18;conservador;institucional;MG;Cidade_96;40398.16010849578;20212.913328350605;2024-09-27;telefone;ativo;18-25
198;CLI_0000198;Cliente_198;2024-06-26;agressivo;varejo;SC;Cidade_97;19161.178906725;307311.77204055886;2020-12-05;web;inativo;18-25
199;CLI_0000199;Cliente_199;2024-06-07;conservador;private;SP;Cidade_98;75448.8259157042;382559.1341205859;2021-04-12;web;ativo;18-25
200;CLI_0000200;Cliente_200;2023-11-25;moderado;private;SC;Cidade_99;4216.497785771724;270500.4408914033;2024-12-18;web;ativo;18-25
201;CLI_0000201;Cliente_201;2023-03-18;agressivo;private;RJ;Cidade_0;9403.280795526298;154970.8447073066;2024-06-17;telefone;ativo;18-25
202;CLI_0000202;Cliente_202;2020-06-02;arrojado;institucional;BA;Cidade_1;31852.52580621441;296261.2464123656;2022-09-30;app;ativo;18-25
203;CLI_0000203;Cliente_203;2020-10-22;moderado;private;BA;Cidade_2;111159.45183699887;32978.645109878635;2023-06-22;app;ativo;18-25
204;CLI_0000204;Cliente_204;2024-06-28;agressivo;institucional;BA;Cidade_3;42802.08014825293;303008.9038192657;2022-03-20;app;ativo;18-25
205;CLI_0000205;Cliente_205;2023-01-12;conservador;varejo;SC;Cidade_4;92279.17213501825;110147.39090194523;2022-01-07;web;ativo;18-25
206;CLI_0000206;Cliente_206;2020-01-17;arrojado;private;MG;Cidade_5;36445.9432143139;277511.45912120305;2022-03-20;app;ativo;18-25
207;CLI_0000207;Cliente_207;2020-07-04;conservador;varejo;RJ;Cidade_6;76962.01435694782;51689.232601456904;2022-01-26;web;ativo;18-25
208;CLI_0000208;Cliente_208;2023-04-26;moderado;institucional;RS;Cidade_7;19711.230598686026;357406.2379126803;2023-05-18;presencial;ativo;18-25
209;CLI_0000209;Cliente_209;2020-01-10;moderado;institucional;RS;Cidade_8;84408.45160242319;167919.90180055096;2021-08-26;web;ativo;18-25
210;CLI_0000210;Cliente_210;2020-10-20;agressivo;private;BA;Cidade_9;25681.98485843312;1472.9124590932229;2020-11-07;presencial;ativo;18-25
211;CLI_0000211;Cliente_211;2022-09-28;moderado;private;BA;Cidade_10;40916.38114318957;146488.72126082832;2023-07-14;web;inativo;18-25
212;CLI_0000212;Cliente_212;2023-06-17;arrojado;institucional;MG;Cidade_11;9672.04692276827;74293.76121764067;2020-02-27;telefone;ativo;18-25
213;CLI_0000213;Cliente_213;2023-04-05;agressivo;private;BA;Cidade_12;126557.807395724;11844.26702715137;2023-08-05;telefone;ativo;18-25
214;CLI_0000214;Cliente_214;2021-02-13;arrojado;private;PR;Cidade_13;60442.42011088835;118591.45392959451;2021-04-25;app;ativo;18-25
215;CLI_0000215;Cliente_215;2023-07-24;conservador;varejo;RJ;Cidade_14;97898.31334542792;74639.32282939648;2020-12-13;telefone;inativo;18-25
216;CLI_0000216;Cliente_216;2021-03-09;arrojado;institucional;DF;Cidade_15;11651.040256065184;45729.27379119905;2021-11-22;web;ativo;18-25
217;CLI_0000217;Cliente_217;2021-08-17;arrojado;varejo;DF;Cidade_16;3504.1923515010258;85886.61243484954;2020-08-02;telefone;ativo;18-25
218;CLI_0000218;Cliente_218;2023-09-25;moderado;private;BA;Cidade_17;20564.798477743814;39594.40976074304;2021-12-03;telefone;ativo;18-25
219;CLI_0000219;Cliente_219;2023-04-01;conservador;varejo;DF;Cidade_18;36354.373644639585;71281.29914416691;2020-07-05;web;ativo;18-25
220;CLI_0000220;Cliente_220;2024-03-30;moderado;institucional;BA;Cidade_19;81067.90455536534;24509.106453886052;2022-06-01;app;ativo;18-25
221;CLI_0000221;Cliente_221;2023-04-15;conservador;varejo;RJ;Cidade_20;25352.173880822585;17616.04565007453;2020-11-17;app;ativo;18-25
222;CLI_0000222;Cliente_222;2022-11-03;conservador;varejo;SP;Cidade_21;15732.682864629633;481632.2968538352;2020-08-25;app;ativo;18-25
223;CLI_0000223;Cliente_223;2020-06-20;arrojado;private;PR;Cidade_22;23304.175142800006;466126.5580669294;2022-11-23;presencial;ativo;18-25
224;CLI_0000224;Cliente_224;2021-11-02;moderado;institucional;PR;Cidade_23;60803.51937143027;352058.205482221;2023-02-15;app;ativo;18-25
225;CLI_0000225;Cliente_225;2021-04-29;arrojado;private;DF;Cidade_24;20490.082136192093;52357.52504210715;2020-01-11;web;ativo;18-25
226;CLI_0000226;Cliente_226;2021-03-21;arrojado;private;RS;Cidade_25;193557.55386006978;258845.6039309005;2021-12-08;app;ativo;18-25
227;CLI_0000227;Cliente_227;2024-11-11;arrojado;institucional;BA;Cidade_26;9617.327298176095;178179.24984457935;2020-05-22;web;ativo;18-25
228;CLI_0000228;Cliente_228;2021-12-18;conservador;varejo;RJ;Cidade_27;69937.80933293056;10518.493628110768;2023-09-10;presencial;ativo;18-25
229;CLI_0000229;Cliente_229;2024-06-16;moderado;private;RS;Cidade_28;44478.01136988831;459690.23159471137;2023-05-29;telefone;ativo;18-25
230;CLI_0000230;Cliente_230;2023-02-26;moderado;varejo;SC;Cidade_29;13269.656352381473;1241138.306668486;2020-03-31;web;ativo;18-25
231;CLI_0000231;Cliente_231;2023-12-22;arrojado;institucional;DF;Cidade_30;70042.71971964306;246695.0433749907;2024-09-14;presencial;ativo;18-25
232;CLI_0000232;Cliente_232;2022-07-06;conservador;private;SC;Cidade_31;29668.73137644993;52664.97708735354;2024-10-18;presencial;ativo;18-25
233;CLI_0000233;Cliente_233;2022-11-19;moderado;varejo;MG;Cidade_32;57347.855998672836;161671.0243019706;2021-09-03;telefone;ativo;18-25
234;CLI_0000234;Cliente_234;2022-06-18;agressivo;varejo;SC;Cidade_33;54273.537681828995;23167.59636909072;2020-08-26;web;ativo;18-25
235;CLI_0000235;Cliente_235;2020-12-22;moderado;private;SC;Cidade_34;5862.8518211156725;70986.49821028602;2020-07-27;app;ativo;18-25
236;CLI_0000236;Cliente_236;2023-08-12;arrojado;institucional;SP;Cidade_35;91623.7687380933;252642.6906064666;2024-03-15;presencial;ativo;18-25
237;CLI_0000237;Cliente_237;2021-05-27;agressivo;varejo;BA;Cidade_36;57202.70100960916;71642.14800482139;2022-04-18;app;ativo;18-25
238;CLI_0000238;Cliente_238;2020-02-14;conservador;institucional;SP;Cidade_37;75839.90853494573;31847.42992902847;2020-01-18;web;ativo;18-25
239;CLI_0000239;Cliente_239;2023-03-24;agressivo;private;BA;Cidade_38;29689.15553179542;1499.8469288705433;2024-08-16;web;inativo;18-25
240;CLI_0000240;Cliente_240;2020-11-19;agressivo;varejo;BA;Cidade_39;10849.483871291057;169966.93705661557;2022-12-18;telefone;ativo;18-25
241;CLI_0000241;Cliente_241;2024-09-13;arrojado;varejo;BA;Cidade_40;19742.100953693633;692639.1722191127;2023-06-14;app;ativo;18-25
242;CLI_0000242;Cliente_242;2024-10-07;moderado;varejo;SP;Cidade_41;115869.31887513479;132381.2645452278;2024-02-12;web;ativo;18-25
243;CLI_0000243;Cliente_243;2024-07-28;conservador;institucional;PR;Cidade_42;139046.04844083785;47806.813047978416;2024-02-03;telefone;inativo;18-25
244;CLI_0000244;Cliente_244;2021-11-06;agressivo;varejo;MG;Cidade_43;32876.10760383845;124455.75570720209;2020-05-18;presencial;ativo;18-25
245;CLI_0000245;Cliente_245;2020-01-29;arrojado;varejo;PR;Cidade_44;17747.790777882044;184302.72998231903;2022-11-14;app;ativo;18-25
246;CLI_0000246;Cliente_246;2024-08-22;moderado;private;RJ;Cidade_45;65524.314795904545;323260.6015142008;2023-06-25;telefone;ativo;18-25
247;CLI_0000247;Cliente_247;2022-02-20;agressivo;varejo;RJ;Cidade_46;72620.21467068052;120543.82004273003;2020-06-05;telefone;ativo;18-25
248;CLI_0000248;Cliente_248;2024-10-31;arrojado;institucional;SC;Cidade_47;84496.1581151222;37978.524524993845;2021-02-10;presencial;ativo;18-25
249;CLI_0000249;Cliente_249;2024-10-25;arrojado;private;PR;Cidade_48;1578.8581402848674;41653.43837665592;2021-12-23;telefone;inativo;18-25
250;CLI_0000250;Cliente_250;2024-04-06;arrojado;private;MG;Cidade_49;489.0778108503878;459969.8007978209;2024-06-06;telefone;inativo;18-25
251;CLI_0000251;Cliente_251;2021-06-21;conservador;varejo;SC;Cidade_50;22092.63093462951;53900.8296510442;2024-04-02;presencial;ativo;18-25
252;CLI_0000252;Cliente_252;2021-12-04;moderado;private;MG;Cidade_51;8273.02244556589;260403.60259014915;2023-11-29;telefone;ativo;18-25
253;CLI_0000253;Cliente_253;2024-04-03;agressivo;varejo;BA;Cidade_52;81733.1345742382;62654.35067797454;2024-12-13;app;ativo;18-25
254;CLI_0000254;Cliente_254;2021-08-01;moderado;private;BA;Cidade_53;38054.585827699884;254995.01036134205;2021-03-19;web;ativo;18-25
255;CLI_0000255;Cliente_255;2020-11-05;moderado;institucional;RJ;Cidade_54;87248.02899134539;16320.926824646587;2022-05-04;telefone;ativo;18-25
256;CLI_0000256;Cliente_256;2022-10-13;agressivo;varejo;BA;Cidade_55;9734.673315868386;46485.565764091996;2022-03-26;telefone;ativo;18-25
257;CLI_0000257;Cliente_257;2024-09-05;moderado;institucional;SC;Cidade_56;49338.705617749554;105086.79196716158;2023-05-24;web;ativo;18-25
258;CLI_0000258;Cliente_258;2023-06-24;conservador;varejo;BA;Cidade_57;43395.51958775561;144851.86871307087;2024-04-01;telefone;ativo;18-25
259;CLI_0000259;Cliente_259;2022-11-06;agressivo;institucional;MG;Cidade_58;20804.439569184586;87066.66988608385;2022-06-16;presencial;ativo;18-25
260;CLI_0000260;Cliente_260;2020-06-26;agressivo;institucional;SP;Cidade_59;36395.34818169069;170436.23919291433;2022-06-16;app;ativo;18-25
261;CLI_0000261;Cliente_261;2023-01-28;arrojado;private;DF;Cidade_60;44461.45335169873;78718.12886497453;2023-01-15;presencial;ativo;18-25
262;CLI_0000262;Cliente_262;2024-12-12;moderado;varejo;PR;Cidade_61;110131.46989612842;226913.56978164322;2023-09-17;web;ativo;18-25
263;CLI_0000263;Cliente_263;2020-09-12;agressivo;private;RS;Cidade_62;2862.305959624918;143163.2550322651;2021-01-02;presencial;ativo;18-25
264;CLI_0000264;Cliente_264;2022-08-04;agressivo;institucional;RS;Cidade_63;86686.00111427088;244230.08154415328;2024-10-22;app;ativo;18-25
265;CLI_0000265;Cliente_265;2024-05-21;conservador;varejo;BA;Cidade_64;195993.66008980962;112767.57410444056;2020-06-17;telefone;ativo;18-25
266;CLI_0000266;Cliente_266;2023-09-14;arrojado;institucional;BA;Cidade_65;65796.46575503623;418303.0465078764;2020-02-12;presencial;ativo;18-25
267;CLI_0000267;Cliente_267;2023-06-26;agressivo;institucional;PR;Cidade_66;66846.07210321388;96296.33752950391;2021-10-17;telefone;ativo;18-25
268;CLI_0000268;Cliente_268;2023-07-06;conservador;institucional;RS;Cidade_67;12293.383562664776;73672.50119378444;2023-07-04;telefone;inativo;18-25
269;CLI_0000269;Cliente_269;2021-10-18;agressivo;institucional;MG;Cidade_68;37019.62143600497;162875.48823901464;2024-11-20;app;ativo;18-25
270;CLI_0000270;Cliente_270;2021-06-20;agressivo;private;DF;Cidade_69;61198.62698348665;142332.4886089176;2024-08-30;app;ativo;18-25
271;CLI_0000271;Cliente_271;2024-01-17;agressivo;institucional;RS;Cidade_70;46100.47820749143;146002.9314695106;2023-06-11;telefone;ativo;18-25
272;CLI_0000272;Cliente_272;2024-01-19;conservador;private;RS;Cidade_71;24317.35146938609;318054.6378547004;2022-03-08;app;ativo;18-25
273;CLI_0000273;Cliente_273;2024-05-02;moderado;institucional;SC;Cidade_72;140769.30838040553;177636.28977323664;2022-12-23;telefone;ativo;18-25
274;CLI_0000274;Cliente_274;2024-07-25;agressivo;varejo;RS;Cidade_73;36075.96871794275;433026.8314097668;2024-11-03;telefone;ativo;18-25
275;CLI_0000275;Cliente_275;2022-07-22;agressivo;institucional;BA;Cidade_74;175121.43078671515;193042.09714110455;2021-04-29;presencial;inativo;18-25
276;CLI_0000276;Cliente_276;2022-07-04;moderado;institucional;SC;Cidade_75;41491.39710536849;4388.015398278689;2022-05-23;telefone;ativo;18-25
277;CLI_0000277;Cliente_277;2023-12-28;agressivo;varejo;BA;Cidade_76;78844.53014823727;408650.53637913294;2023-06-19;web;inativo;18-25
278;CLI_0000278;Cliente_278;2023-04-01;arrojado;varejo;PR;Cidade_77;67744.26225889658;366247.08987534273;2020-01-19;app;ativo;18-25
279;CLI_0000279;Cliente_279;2023-07-05;agressivo;institucional;RS;Cidade_78;54061.77347406121;10016.672174589909;2021-11-27;web;ativo;18-25
280;CLI_0000280;Cliente_280;2023-12-24;arrojado;institucional;DF;Cidade_79;728.321142126453;26771.30819944623;2022-11-03;web;ativo;18-25
281;CLI_0000281;Cliente_281;2024-06-13;moderado;private;BA;Cidade_80;4029.5552195431496;162546.572836952;2024-07-03;presencial;ativo;18-25
282;CLI_0000282;Cliente_282;2021-09-09;conservador;varejo;PR;Cidade_81;43552.042331909826;8759.568565285486;2024-12-16;web;ativo;18-25
283;CLI_0000283;Cliente_283;2021-11-16;moderado;varejo;RS;Cidade_82;121396.8850114243;105922.86568785713;2022-10-12;app;ativo;18-25
284;CLI_0000284;Cliente_284;2020-06-20;agressivo;private;DF;Cidade_83;45957.448996662395;740682.0885081681;2024-09-20;telefone;ativo;18-25
285;CLI_0000285;Cliente_285;2022-11-21;arrojado;institucional;MG;Cidade_84;13459.112438969652;37935.9886137136;2020-06-30;app;ativo;18-25
286;CLI_0000286;Cliente_286;2020-03-06;conservador;institucional;BA;Cidade_85;19299.18556236748;46158.50183861076;2023-07-04;presencial;inativo;18-25
287;CLI_0000287;Cliente_287;2022-04-30;agressivo;varejo;DF;Cidade_86;48796.712532766454;225617.5186588971;2022-01-01;presencial;ativo;18-25
288;CLI_0000288;Cliente_288;2022-09-17;conservador;private;DF;Cidade_87;45447.69382892829;8994.914462131661;2023-10-03;telefone;ativo;18-25
289;CLI_0000289;Cliente_289;2021-06-07;conservador;institucional;DF;Cidade_88;155841.81487160848;343723.5441426787;2024-05-03;web;inativo;18-25
290;CLI_0000290;Cliente_290;2022-12-14;agressivo;varejo;SP;Cidade_89;37653.83712512552;44386.64494449528;2020-04-08;telefone;ativo;18-25
291;CLI_0000291;Cliente_291;2020-02-25;moderado;institucional;DF;Cidade_90;21926.40176396371;151666.95914078402;2024-09-04;web;ativo;18-25
292;CLI_0000292;Cliente_292;2020-03-09;agressivo;institucional;PR;Cidade_91;37221.26130491624;57206.86240196161;2020-05-04;web;ativo;18-25
293;CLI_0000293;Cliente_293;2024-02-11;agressivo;institucional;BA;Cidade_92;77143.6620953055;215105.32722733368;2023-10-07;web;ativo;18-25
294;CLI_0000294;Cliente_294;2021-10-19;moderado;varejo;MG;Cidade_93;38865.99922750664;176966.20974231084;2020-05-06;web;inativo;18-25
295;CLI_0000295;Cliente_295;2020-08-20;arrojado;private;MG;Cidade_94;19730.15694477007;585389.5573967142;2024-04-22;web;ativo;18-25
296;CLI_0000296;Cliente_296;2022-08-11;agressivo;private;BA;Cidade_95;20671.415352028696;117974.03879617048;2021-01-09;telefone;ativo;18-25
297;CLI_0000297;Cliente_297;2023-11-07;conservador;institucional;DF;Cidade_96;70695.98644647186;415694.7423944861;2022-03-03;presencial;ativo;18-25
298;CLI_0000298;Cliente_298;2021-01-29;agressivo;private;RJ;Cidade_97;3437.945489046397;171520.34302510085;2024-08-29;presencial;inativo;18-25
299;CLI_0000299;Cliente_299;2023-02-11;agressivo;institucional;PR;Cidade_98;16062.306549028044;491760.4363824864;2023-12-17;presencial;ativo;18-25
300;CLI_0000300;Cliente_300;2020-06-04;conservador;varejo;RS;Cidade_99;8304.948298128078;69011.9789005945;2023-12-05;telefone;inativo;18-25
301;CLI_0000301;Cliente_301;2020-04-04;moderado;varejo;RS;Cidade_0;144727.09190788143;159595.36651473402;2023-10-25;app;ativo;18-25
302;CLI_0000302;Cliente_302;2022-08-28;arrojado;varejo;MG;Cidade_1;4720.713536786416;98868.98314589972;2022-11-05;telefone;ativo;18-25
303;CLI_0000303;Cliente_303;2022-09-14;arrojado;institucional;DF;Cidade_2;70978.82790685118;13633.781662067537;2024-10-03;presencial;ativo;18-25
304;CLI_0000304;Cliente_304;2023-03-09;conservador;private;BA;Cidade_3;49770.15615359806;170788.01550273283;2024-02-27;app;ativo;18-25
305;CLI_0000305;Cliente_305;2023-08-18;moderado;varejo;RJ;Cidade_4;50093.03023528424;316197.69320122455;2022-03-14;web;ativo;18-25
306;CLI_0000306;Cliente_306;2024-11-16;agressivo;institucional;PR;Cidade_5;72076.1963915967;162477.8885349113;2023-09-17;presencial;ativo;18-25
307;CLI_0000307;Cliente_307;2022-07-31;agressivo;private;SP;Cidade_6;25581.962072638464;65518.164642225696;2024-12-27;presencial;inativo;18-25
308;CLI_0000308;Cliente_308;2021-08-12;agressivo;private;RS;Cidade_7;25603.266677542008;61258.58002283042;2024-05-09;web;ativo;18-25
309;CLI_0000309;Cliente_309;2023-12-23;agressivo;private;SC;Cidade_8;17033.456319391782;54319.371441434225;2020-01-03;app;ativo;18-25
310;CLI_0000310;Cliente_310;2021-05-09;agressivo;institucional;PR;Cidade_9;45534.079240399864;778754.3990359165;2023-09-09;web;ativo;18-25
311;CLI_0000311;Cliente_311;2022-03-12;conservador;institucional;DF;Cidade_10;132824.0893567351;101905.14088158534;2024-06-27;web;ativo;18-25
312;CLI_0000312;Cliente_312;2020-05-23;agressivo;institucional;PR;Cidade_11;128840.04512402341;76213.95095640588;2021-08-21;telefone;ativo;18-25
313;CLI_0000313;Cliente_313;2020-02-16;agressivo;varejo;RJ;Cidade_12;60694.53660240441;108417.88173882867;2024-11-19;web;ativo;18-25
314;CLI_0000314;Cliente_314;2024-10-23;moderado;institucional;PR;Cidade_13;118321.93698654206;24613.930510741535;2022-01-02;presencial;ativo;18-25
315;CLI_0000315;Cliente_315;2024-03-06;agressivo;varejo;RS;Cidade_14;165547.94984256008;43636.059801594914;2022-02-08;presencial;inativo;18-25
316;CLI_0000316;Cliente_316;2023-06-24;arrojado;varejo;BA;Cidade_15;79262.86740024012;142222.37343142496;2020-10-20;presencial;ativo;18-25
317;CLI_0000317;Cliente_317;2022-01-16;conservador;varejo;DF;Cidade_16;26198.35723878667;320738.0563135103;2020-06-25;app;ativo;18-25
318;CLI_0000318;Cliente_318;2020-11-12;conservador;institucional;RS;Cidade_17;33007.38185730292;418184.13934348174;2022-09-06;presencial;ativo;18-25
319;CLI_0000319;Cliente_319;2020-10-12;conservador;varejo;SP;Cidade_18;133868.9601718792;401960.3621485072;2023-01-05;web;ativo;18-25
320;CLI_0000320;Cliente_320;2021-04-01;arrojado;institucional;BA;Cidade_19;55434.35476752223;579180.5313573495;2021-10-31;telefone;ativo;18-25
321;CLI_0000321;Cliente_321;2022-09-29;agressivo;institucional;MG;Cidade_20;85933.06094974783;26882.704609593682;2023-01-12;presencial;inativo;18-25
322;CLI_0000322;Cliente_322;2023-07-28;conservador;varejo;RJ;Cidade_21;6171.361218884158;8366.643698131888;2021-12-21;app;ativo;18-25
323;CLI_0000323;Cliente_323;2023-04-20;arrojado;varejo;DF;Cidade_22;10777.461508595488;22349.77960873648;2024-05-04;web;ativo;18-25
324;CLI_0000324;Cliente_324;2021-05-26;moderado;varejo;RS;Cidade_23;21087.992511910415;183629.61780513235;2024-10-07;web;ativo;18-25
325;CLI_0000325;Cliente_325;2024-10-09;agressivo;institucional;BA;Cidade_24;10427.567829483954;162439.74768956966;2022-12-19;app;ativo;18-25
